Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
PCD87DF3,thesis,2020,"Rossi, Gabriel J.","Food, Phenology, and Flow—How Prey Phenology and Streamflow Dynamics Affect the Behavior, Ecology, and Recovery of Pacific Salmon",,,,,https://escholarship.org/uc/item/7640c4sw,"Pacific salmon (Oncorhynchus) are an iconic genus of anadromous fish whose decline over the last century has linked indigenous peoples, government agencies, fishers, advocates, and scientists in the common, albeit messy, cause of salmon recovery. While the history of ecology, and the earliest research on Pacific salmon, is grounded in the understanding that food web and prey dynamics control the abundance and distribution of predators, the last half-century of salmon management has focused primarily on hatchery production and physical habitat suitability. The continued decline of Pacific salmon, after decades of efforts to restore them, has prompted salmon ecologists to remember what Charles Elton (1927) understood nearly a century ago: “Food is the burning question in animal society, and the whole structure and activities of the community are dependent upon questions of food-supply.” My dissertation proceeds from the observation that both salmon management and salmon ecology have placed too little emphasis on aquatic food webs, animal behavior, and biotic interactions as key drivers of salmon production and resilience—and thus as chief mechanisms of salmon recovery. This dissertation is comprised of a series of studies and experiments from 2016 to 2019, which explore how the seasonal interaction among physical habitat, phenology of salmon prey, and foraging behavior affects juvenile salmon growth and performance. The experiments described here take place near the southern end of the range of Pacific salmon—in Mediterranean streams along the Pacific Coast of California. These streams experience a characteristic recession of streamflow between spring and fall, which is an ideal natural gradient to investigate the dynamic interaction between physical habitat and prey phenology. The studies described here also focus on one species of Pacific salmon—Oncorhynchus mykiss (the “steelhead” or “rainbow trout”). My first chapter starts from the observation that O. mykiss are typically considered drift foragers that occupy higher velocity habitat than other salmonids. Yet their persistence in Mediterranean coastal streams with seasonally low velocity and drift suggests an underappreciated flexibility in foraging behavior. Using novel 3-D videogrammetry along with measurements of invertebrate drift and stream hydraulics, I quantified the seasonality of foraging behaviors that O. mykiss employ during the spring-summer flow recession. I also explored the factors that trigger of foraging mode shifts, which are important for both ecological interactions and salmon management. I found that 80% of O. mykiss were drift foraging in May, 2018; while over 70% used alternative foraging modes by July. Foraging mode was significantly correlated to maximum water velocity and to riffle crest depth. While drift concentration was a poor univariate predictor, the top-ranked statistical models of foraging mode included both hydraulic variables and drift concentration. This study revealed that O. mykiss in Mediterranean streams express more diverse foraging behavior than previously suggested in the literature, and that changes in foraging mode could be predicted by simple hydraulic indicators. This study also lead us to speculate that non-drifting prey fluxes, as well as risk aversion, may influence late-summer foraging decisions in Mediterranean coastal streams.In my second chapter I took advantage of an existing streamflow augmentation project to conduct a novel manipulative experiment to elevate dry-season flow in an intermittent, salmon-bearing stream. Using a Before-After-Control-Impact (BACI) study design, I directly measured the responses of O. mykiss behavior, their invertebrate prey, physical habitat, and water quality to flow enhancement. I found that elevating mid-summer baseflow for one week caused significant increases in dissolved oxygen, riffle width, depth, velocity, invertebrate drift, and benthic invertebrate standing crop – and these changes were evident at sites more than 1 km downstream from the point of flow augmentation. I also documented consistent behavioral changes indicating that pool-dwelling salmonids were able to exploit the increased prey abundance and improved metabolic environment in the treatment reach after flow augmentation. Counts of foraging salmonids near riffle-pool transition zones doubled, foraging movement remained steady (relative to decreasing movement in the control reach), and the proportion of drift foraging salmonids increased from an average of 26% to an average of 77% after augmentation. Collectively, these results suggest that dry season flow enhancement can significantly improve habitat profitability for salmonids, but that the timing and location of flow augmentation, relative to downstream points of interest, are critical to meeting ecological objectives.In my third chapter I propose a conceptual model for how stream hydraulics and secondary production interact to affect foraging profitability for juvenile salmon during the streamflow recession in Mediterranean coastal streams. I evaluated the model by comparing two distinct salmonid rearing streams—one perennial, cool, and shaded; the other intermittent, seasonally warm, and sunny. In both streams, I conducted a photon-to-salmon food web study to document the seasonality of hydraulic habitat relative to the phenology of prey biomass for O. mykiss. I also estimated the seasonal change in O. mykiss growth potential using a drift foraging bioenergetics model. Both streams offered profitable foraging opportunities for O. mykiss, but modeled growth potential peaked at least two months earlier in the intermittent stream, where lipid storage measured in mid-July was nearly twice as high. In contrast, modeled and measured early-summer growth was higher in the perennial stream. By late summer, foraging profitability declined in both streams. However, abiotic conditions approached lethal tolerance levels in the intermittent stream, whereas the perennial stream maintained suitable abiotic conditions all summer. Seasonal changes in growth potential were explained by the timing of streamflow recession relative to the phenology of prey fluxes. But ecological interactions (especially intraspecific competition) and flexible foraging behavior both appear to have mediated realized foraging opportunity. These observations lead me to speculate that juvenile O. mykiss life histories should differ among streams, due to the timing of their spring-summer growth potential and to differing late summer survival rates. Collectively, these stream types could contribute to a stabilizing portfolio of juvenile salmonid life histories.",2020,2/7/2024 6:42,2024-02-07T06:42:16Z,2/18/2022 19:45,,,,,,,,,,,,UC Berkeley,,en,,,,,escholarship.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3I8FJ2MP,journalArticle,2020,"Tune, Alison K.; Druhan, Jennifer L.; Wang, Jia; Bennett, Philip C.; Rempe, Daniella M.",Carbon Dioxide Production in Bedrock Beneath Soils Substantially Contributes to Forest Carbon Cycling,Journal of Geophysical Research: Biogeosciences,,2169-8961,10.1029/2020JG005795,https://onlinelibrary.wiley.com/doi/abs/10.1029/2020JG005795,"Soils are widely considered the primary terrestrial organic matter pool mediating carbon transactions with the atmosphere and groundwater. Because soils are both a host and a product of rhizosphere activity, they are thought to mark the location where photosynthetic fixation of carbon dioxide (CO2) is balanced by the oxidation of organic matter. However, in many terrestrial environments, the rhizosphere extends below soils and into fractured bedrock, and it is unknown if the resulting biological and hydrologic dynamics in bedrock have a significant impact on carbon cycling. Here we show substantial production of CO2 in weathered bedrock at 4–8 m below the thin soils (<0.5 m thick) of a Northern California forest using innovative monitoring technology for sampling gases and water in fractured rock. The deep CO2 production supports a persistent upward flux of CO2(g) year-round from bedrock to soil, constituting between 2% and 29% of the average daily CO2 efflux from the land surface. When water is rapidly transported across the fractured bedrock vadose zone, nearly 50% of the CO2 produced in the bedrock dissolves into water, promoting water-rock interaction and export of dissolved inorganic carbon (DIC) from the unsaturated zone to groundwater, constituting as much as 80% of the DIC exiting the hillslope. Such CO2 production in weathered bedrock is subject to unique moisture, temperature, biological, and mineralogical conditions which are currently missing from terrestrial carbon models.",2020,2/7/2024 6:42,2024-02-07T06:42:16Z,2/15/2022 19:38,e2020JG005795,,12,125,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2020JG005795,,,,ERCZO,carbon dioxide; critical zone; vadose zone; weathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7DPML6YV,journalArticle,2020,"Uno, Hiromi; Pneh, Shelley",Effect of source habitat spatial heterogeneity and species diversity on the temporal stability of aquatic-to-terrestrial subsidy by emerging aquatic insects,Ecological Research,,1440-1703,10.1111/1440-1703.12125,https://onlinelibrary.wiley.com/doi/abs/10.1111/1440-1703.12125,"Duration and temporal stability of resource subsidy largely affect the response of recipient communities. Factors that influence the temporal dynamics of resource subsidy from aquatic-to-terrestrial habitats by emerging aquatic insects were examined in this study. By measuring the flux of aquatic insect emergence from six habitats in a river over summer, we found that the timing of emergence varied by habitats for each dominant taxa, and that different species emerged at different times of the summer sequentially. We found that spatial variation in the emergence timing caused by the spatial heterogeneity of the water temperature, and so on in the source habitat can temporally stabilize the subsidy of each species from the whole river. Similarly, we found that the variation in emergence timing between species contributed to the temporal stability of subsidies from each habitat. The contribution of spatial heterogeneity to the temporal stability varied by the focal species and the contribution of species diversity varied by habitats. This study demonstrates how the ecological function of spatial heterogeneity and species diversity crosses the boundary of ecosystems by temporally stabilizing resource subsidies.",2020,2/7/2024 6:42,2024-02-07T06:42:16Z,2/15/2022 19:05,474-481,,3,35,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1440-1703.12125,,,,,diversity; ecological function; predator–prey; riparian; stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZT3PHYX6,journalArticle,2020,"Sharrar, Allison M.; Crits-Christoph, Alexander; Méheust, Raphaël; Diamond, Spencer; Starr, Evan P.; Banfield, Jillian F.","Bacterial Secondary Metabolite Biosynthetic Potential in Soil Varies with Phylum, Depth, and Vegetation Type",mBio,,,10.1128/mBio.00416-20,https://journals.asm.org/doi/abs/10.1128/mBio.00416-20,"Microbes produce specialized compounds to compete or communicate with one another and their environment. Some of these compounds, such as antibiotics, are also useful in medicine and biotechnology. Historically, most antibiotics have come from soil ...",6/16/2020,2/7/2024 6:42,2024-02-07T06:42:16Z,2/15/2022 18:44,,,,,,,,,,,,,,EN,Copyright © 2020 Sharrar et al.,,,"1752 N St., N.W., Washington, DC",journals.asm.org,,"Publisher: American Society for Microbiology 1752 N St., N.W., Washington, DC",,,,ERCZO; Metagenomics; Secondary metabolism; Soil microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAXBBFZ6,manuscript,2021,"Hahm, W. Jesse; Dralle, David N.; Sanders, Maryn; Bryk, Alexander B.; Fauria, Kristen Elizabeth; Huang, Mong-Han; Hudson-Rasmussen, Berit; Nelson, Mariel D.; Pedrazas, Michelle A.; Schmidt, Logan Marcos; Whiting, John; Dietrich, William E.; Rempe, Daniella","Bedrock vadose zone storage dynamics under extreme drought: consequences for plant water availability, recharge, and runoff",,,,,http://www.essoar.org/doi/10.1002/essoar.10509661.2,"Bedrock vadose zone water storage (i.e., rock moisture) dynamics are sparsely observed but potentially key to understanding drought responses. Exploiting a borehole network at a Mediterranean blue oa",12/20/2021,2/7/2024 6:42,2024-02-07T06:42:16Z,2/18/2022 19:37,,,,,,,Bedrock vadose zone storage dynamics under extreme drought,,,,,,,EN,Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),preprint,,world,,,Publisher: Earth and Space Science Open Archive Section: Hydrology DOI: 10.1002/essoar.10509661.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5QMGKYWY,journalArticle,2021,"Müller, Marc F.; Roche, Kevin R.; Dralle, David N.",Catchment processes can amplify the effect of increasing rainfall variability,Environmental Research Letters,,1748-9326,10.1088/1748-9326/ac153e,https://doi.org/10.1088/1748-9326/ac153e,"By filtering the incoming climate signal when producing streamflow, river basins can attenuate—or amplify—projected increases in rainfall variability. A common perception is that river systems dampen rainfall variability by averaging spatial and temporal variations in their watersheds. However, by analyzing 671 watersheds throughout the United States, we find that many catchments actually amplify the coefficient of variation of rainfall, and that these catchments also likely amplify changes in rainfall variability. Based on catchment-scale water balance principles, we relate that faculty to the interplay between two fundamental hydrological processes: water uptake by vegetation and the storage and subsequent release of water as discharge. By increasing plant water uptake, warmer temperatures might exacerbate the amplifying effect of catchments. More variable precipitations associated with a warmer climate are therefore expected to lead to even more variable river flows—a significant potential challenge for river transportation, ecosystem sustainability and water supply reliability.",2021-07,2/7/2024 6:42,2024-02-07T06:42:16Z,2/15/2022 1:45,084032,,8,16,,Environ. Res. Lett.,,,,,,,,en,,,,,Institute of Physics,,Publisher: IOP Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FWZI7WRK,journalArticle,2021,"Peek, Ryan A; Kupferberg, Sarah J; Catenazzi, Alessandro; Georgakakos, Philip; Power, Mary E",Actinemys marmorata (Northwestern Pond Turtle) feeding on Dicamptodon tenebrosus (Coastal Giant Salamander),Northwestern Naturalist,,1051-1733,10.1898/1051-1733-102.3.261,https://bioone.org/journals/northwestern-naturalist/volume-102/issue-3/1051-1733-102.3.261/ACTINEMYS-MARMORATA-NORTHWESTERN-POND-TURTLE-FEEDING-ON-DICAMPTODON-TENEBROSUS-COASTAL/10.1898/1051-1733-102.3.261.full,,11/26/2021,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 3:00,,,3,102,,Northwestern Naturalist,,,,,,,,,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGYLCPUY,journalArticle,2021,"Rossi, Gabriel J.; Power, Mary E.; Pneh, Shelley; Neuswanger, Jason R.; Caldwell, Timothy J.",Foraging modes and movements of Oncorhynchus mykiss as flow and invertebrate drift recede in a California stream,Canadian Journal of Fisheries and Aquatic Sciences,,0706-652X,10.1139/cjfas-2020-0398,https://cdnsciencepub.com/doi/10.1139/cjfas-2020-0398,,2021-08,2/7/2024 6:42,2024-02-07T06:42:16Z,2/15/2022 1:35,1045-1056,,8,78,,Can. J. Fish. Aquat. Sci.,,,,,,,,,,,,,cdnsciencepub.com (Atypon),,Publisher: NRC Research Press,,,,ERCZO; Oncorhynchus mykiss; Streamflow recession; foraging behavior; salmonids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I97LXWXL,journalArticle,2021,"Vadeboncoeur, Yvonne; Moore, Marianne V; Stewart, Simon D; Chandra, Sudeep; Atkins, Karen S; Baron, Jill S; Bouma-Gregson, Keith; Brothers, Soren; Francoeur, Steven N; Genzoli, Laurel; Higgins, Scott N; Hilt, Sabine; Katona, Leon R; Kelly, David; Oleksy, Isabella A; Ozersky, Ted; Power, Mary E; Roberts, Derek; Smits, Adrianne P; Timoshkin, Oleg; Tromboni, Flavia; Zanden, M Jake Vander; Volkova, Ekaterina A; Waters, Sean; Wood, Susanna A; Yamamuro, Masumi","Blue Waters, Green Bottoms: Benthic Filamentous Algal Blooms Are an Emerging Threat to Clear Lakes Worldwide",BioScience,,0006-3568,10.1093/biosci/biab049,https://doi.org/10.1093/biosci/biab049,"Nearshore (littoral) habitats of clear lakes with high water quality are increasingly experiencing unexplained proliferations of filamentous algae that grow on submerged surfaces. These filamentous algal blooms (FABs) are sometimes associated with nutrient pollution in groundwater, but complex changes in climate, nutrient transport, lake hydrodynamics, and food web structure may also facilitate this emerging threat to clear lakes. A coordinated effort among members of the public, managers, and scientists is needed to document the occurrence of FABs, to standardize methods for measuring their severity, to adapt existing data collection networks to include nearshore habitats, and to mitigate and reverse this profound structural change in lake ecosystems. Current models of lake eutrophication do not explain this littoral greening. However, a cohesive response to it is essential for protecting some of the world's most valued lakes and the flora, fauna, and ecosystem services they sustain.",10/1/2021,2/7/2024 6:42,2024-02-07T06:42:16Z,2/15/2022 1:46,1011-1027,,10,71,,BioScience,"Blue Waters, Green Bottoms",,,,,,,,,,,,Silverchair,,,,,,FABs; algal blooms; oligotrophic lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB39ITZ7,journalArticle,2022,"Lapides, Dana A.; Hahm, W. Jesse; Rempe, Daniella M.; Dietrich, William E.; Dralle, David N.",Controls on Stream Water Age in a Saturation Overland Flow‐Dominated Catchment,Water Resources Research,,"0043-1397, 1944-7973",10.1029/2021WR031665,https://onlinelibrary.wiley.com/doi/10.1029/2021WR031665,,2022-04,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 3:00,,,4,58,,Water Resources Research,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIAQ9ESC,report,2022,"Lapides, Dana; Hahm, W Jesse; Rempe, Daniell; Dralle, David",Causing of missing snowmelt following drought,,,,,http://eartharxiv.org/repository/view/3142/,"Water management in snowy mountainous regions hinges on forecasting snowmelt runoff. However, droughts are altering snowpack-runoff relationships with ongoing debate about the driving mechanisms. For example, in 2021 in California, less than half of predicted streamflow arrived. Mechanisms proposed for this `missing' streamflow included changes in evapotranspiration, rainfall, and subsurface moisture conditions. Here, we demonstrate that evapotranspiration in drought years generates dry subsurface conditions that reduce runoff in subsequent years. A model including this legacy of depleted moisture storage reduced median error in 2021 forecasts from 60% to 20% at 15 minimally disturbed basins and from 18% to 2% at 6 water supply basins in the Sierra Nevada (basins range in area from 5-23,051 km2 and mean annual precipitation from 814-1549 mm. Our findings indicate that the relationship between snowpack and runoff will evolve as plant ecosystems respond to climate change and alter subsurface water storage dynamics.",7/20/2022,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 2:58,,,,,,,,,,,,Water Resource Management,,,,preprint,,,DOI.org (Crossref),,DOI: 10.31223/X5591F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YU3VWLRL,journalArticle,2022,"Hahm, W. J.; Dralle, D. N.; Sanders, M.; Bryk, A. B.; Fauria, K. E.; Huang, M. H.; Hudson‐Rasmussen, B.; Nelson, M. D.; Pedrazas, M. A.; Schmidt, L.; Whiting, J.; Dietrich, W. E.; Rempe, D. M.","Bedrock Vadose Zone Storage Dynamics Under Extreme Drought: Consequences for Plant Water Availability, Recharge, and Runoff",Water Resources Research,,"0043-1397, 1944-7973",10.1029/2021WR031781,https://onlinelibrary.wiley.com/doi/10.1029/2021WR031781,,2022-04,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 2:59,,,4,58,,Water Resources Research,Bedrock Vadose Zone Storage Dynamics Under Extreme Drought,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WGF7AEXP,journalArticle,2020,"Dawson, Todd E.; Hahm, W. Jesse; Crutchfield‐Peters, Kelsey",Digging deeper: what the critical zone perspective adds to the study of plant ecophysiology,New Phytologist,,"0028-646X, 1469-8137",10.1111/nph.16410,https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.16410,,2/10/2020,2/1/2021 17:36,2021-02-01T17:36:57Z,2/12/2020 22:34,nph.16410,,,,,New Phytol,Digging deeper,,,,,,,en,,,,,DOI.org (Crossref),,00008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD6YN45G,journalArticle,2008,"Blythe, Jonathan N.; Lea, David W.","Functions of Height and Width Dimensions in the Intertidal Mussel, Mytilus californianus",Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2008)27[385:FOHAWD]2.0.CO;2,http://www.bioone.org/doi/abs/10.2983/0730-8000(2008)27[385:FOHAWD]2.0.CO;2,"A mussel's shell records its history of growth. We investigated variability in the size and shape of mussel shells of Mytilus californianus Conrad (1837) to test the hypothesis that the mussel shell provides information on the contemporary condition of the mussel. Two factors were associated with shape: an epithelial discoloration and the Sr/Ca in the shell nacre. Sr/Ca data distinguished the mussel populations as did a discriminate analysis that included the trace metal ratios; Sr/Ca, Mg/Ca, Mn/Ca, Ag/Ca, Cd/Ca, Ba/Ca, and Pb/Ca. Size varied independently of shape and was not associated with the two factors. However, a null model that describes the morphological variability in height and width suggests that mussel size also plays a central role in partitioning phenotypic variability. These analyses of contemporary factors coupled with analyses of morphological variability holds promise for addressing the functional roles of mussel height and width and what proportion of phenotypic variability can be attributed to environmental factors.",4/1/2008,2/4/2020 21:55,2020-02-04T21:55:15Z,12/3/2016 3:24,385-392,,2,27,,Journal of Shellfish Research,,,,,,,,,,,,,bioone.org (Atypon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHLYST54,journalArticle,2009,"Emery, Virginia J.; Landry, Jean-François; Eckert, Christopher G.",Combining DNA barcoding and morphological analysis to identify specialist floral parasites (Lepidoptera: Coleophoridae: Momphinae: Mompha),Molecular Ecology Resources,,1755-0998,10.1111/j.1755-0998.2009.02647.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1755-0998.2009.02647.x/abstract,"Close interactions between insects and plants have played a major role in the evolution of both these diverse groups of organisms. Studying these interactions, however, can be difficult because many insects, especially parasites, impinge most strongly on plants during larval stages when they are morphologically difficult to identify, and many belong to diverse groups for which most species remain undescribed. We used DNA barcoding to identify nondescript lepidopteran larvae that regularly parasitize flower buds of the coastal dune endemic Camissoniopsis cheiranthifolia (Onagraceae). We obtained cytochrome oxidase 1 mitochondrial DNA sequences from 201 parasite specimens from across the host geographical range. The Barcode of Life Database Identification System combined with Bayesian analysis grouped all 15 parasite haplotypes in a distinct, monophyletic clade within the genus Mompha (Lepidoptera: Coleophoridae: Momphinae), a group known to be host specialists on plants of the Onagraceae. Species identity and phylogenetic affinities within Mompha could not be confirmed because few barcode sequences exist from this diverse and poorly known group of moths. However, morphological analysis, including detailed dissection of genitalia for a subsample of 23 reared adults and comparison with known species of Mompha, also indicated that the larvae parasitizing C. cheiranthifolia constitute a distinct and undescribed species within this genus. Knowing that floral parasitism of C. cheiranthifolia involves a single, putatively host-specific microlepidopteran greatly facilitates formulating and testing hypotheses concerning how floral parasitism has promoted the evolution of striking floral diversity within this species. More generally, DNA barcoding combined with morphological analysis can greatly hasten identification of problematic specimens and enhance our understanding of the diversity, ecology and evolution of plant–insect interactions.",5/1/2009,2/4/2020 19:38,2020-02-04T19:38:50Z,12/3/2016 3:25,217-223,,,9,,,Combining DNA barcoding and morphological analysis to identify specialist floral parasites (Lepidoptera,,,,,,,en,,,,,Wiley Online Library,,,,,,Camissoniopsis cheiranthifolia; DNA barcoding; florivory; genitalia; microlepidoptera; mtDNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEK64CRC,journalArticle,1986,"Barrows, Cameron",Habitat Relationships of Winter Wrens in Northern California,Western Birds,,,,,,1986,1/31/2020 22:01,2020-01-31T22:01:41Z,,17-20,,1,17,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22JDCLKT,journalArticle,1984,"Meiselman, Nina; Doyle, Arlene T.",Habitat and Microhabitat requirements of Arborimus longicsudus in Douglas-Fir Forests of California,,,,,,,1984,1/31/2020 22:01,2020-01-31T22:01:41Z,,14,,,,,,Habitat and Microhabitat requirements of Arborimus longicsudus in Douglas-Fir Forests of California.,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHHNLMZF,journalArticle,2007,"McNeely, Camille; Finlay, Jacques C.; Power, Mary E.","GRAZER TRAITS, COMPETITION, AND CARBON SOURCES TO A HEADWATER-STREAM FOOD WEB",Ecology,,0012-9658,10.1890/0012-9658(2007)88[391:GTCACS]2.0.CO;2,http://www.esajournals.org/doi/abs/10.1890/0012-9658%282007%2988%5B391%3AGTCACS%5D2.0.CO%3B2,"We investigated the effect of grazing by a dominant invertebrate grazer (the caddisfly Glossosoma penitum) on the energy sources used by other consumers in a headwater-stream food web. Stable isotope studies in small, forested streams in northern California have shown that G. penitum larvae derive most of their carbon from algae, despite low algal standing crops. We hypothesized that the caddisfly competes with other primary consumers (including mayflies) for algal food and increases their reliance on terrestrial detritus. Because Glossosoma are abundant and defended from predators by stone cases, their consumption of algal energy may reduce its transfer up the food chain. We removed Glossosoma (natural densities >1000 caddisflies/m2) from five (4 m2) stream sections during the summer of 2000 and measured responses of algae, invertebrate primary consumers, and invertebrate predators. The treatment reduced Glossosoma biomass by 80–90%. We observed a doubling in chlorophyll a per area in sections with reduced Glossosoma abundance and aggregative increases in the biomass of undefended primary consumers. Heptageniid mayfly larvae consumed more algae (as measured by stable carbon isotope ratios and gut content analysis) in caddisfly removal plots at the end of the 60-day experiment, although not after one month. We did not see isotopic evidence of increased algal carbon in invertebrate predators, however. Patterns of caddisfly and mayfly diets in the surrounding watershed suggested that mayfly diets are variable and include algae and detrital carbon in variable proportions, but scraping caddisflies consume primarily algae. Caddisfly and mayfly diets are more similar in larger, more productive streams where the mayflies assimilate more algae. Isotopic analysis, in combination with measurements of macroinvertebrate abundance and biomass in unmanipulated plots, suggested that a substantial portion of the invertebrate community (>50% of biomass) was supported, at least partially, by local algal carbon during midsummer. These data suggest that algae may be more important to community dynamics in headwater streams than their relatively low productivity would suggest. Through their high densities and relative invulnerability to predation, armored grazers may also affect community structure and flow of algal and detrital carbon in headwater streams.",2/1/2007,1/31/2020 22:01,2020-01-31T22:01:40Z,3/31/2014 5:51,391-401,,2,88,,Ecology,,,,,,,,,,,,,ESA Journals,,,,,,Diet; Food web; Glossosoma; algae; armored grazer; caddisfly; competition; detritus; energy flow; headwater stream; mayfly; stable carbon isotopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THJKRNHN,journalArticle,1975,"Largent, David","Fungi Collected at the NCCRP, Oct 31- Nov 2, 1975",,,,,,,1975,1/31/2020 22:01,2020-01-31T22:01:39Z,,,,,,,,"Fungi Collected at the NCCRP, Oct. 31- Nov 2, 1975",,,,,,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5F89Z8CD,journalArticle,1964,Anon,"Forest Inventory Work, Elder Creek",,,,,,,1964,1/31/2020 22:01,2020-01-31T22:01:39Z,,,,,,,,,,,,,,,English,,,,,,,,,,,"Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29; Vegetation , Angelo Reserve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6KWZXTAB,thesis,1979,"Johnson, Stephen Paul",Forest Encroachment on Abandoned Fields in NCCRP,,,,,,,1979,1/31/2020 22:01,2020-01-31T22:01:38Z,,,74,,,,,,,,,,SFSU,,English,,Masters Thesis,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8X3VRX34,journalArticle,1976,"Lester, G. S.",Flora of the NCCRP,,,,,,,1976,1/31/2020 22:01,2020-01-31T22:01:38Z,,,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4N8HRCRN,journalArticle,1981,"Grover, Allen; Trapp, Gene",Feral Pigs at NCCRP: Management Recommendations,,,,,,,1981,1/31/2020 22:01,2020-01-31T22:01:38Z,,4,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
